x,y,Gene1,Gene2,Gene3,Gene4,Gene5
0.04967141530112327,-0.013826430117118467,0.01718091447842307,0.0,0.21660626145030604,0.9112797539420321,0.6655377084690838
0.39810218714340256,0.15230298564080255,0.2870272035219009,0.5758309457308923,0.6957797144784582,0.958039123838868,0.17234682925932182
0.643251329194333,-0.023413695694918055,0.421826507665526,0.149207734280981,0.009403006401075456,0.2824650438653153,0.4817978917644919
1.1579212815507391,0.07674347291529088,0.6991560636323654,0.042345427492864574,0.06785437158048223,0.5945885142350006,1.0
-0.04694743859349521,0.38758933769192977,0.2500096307316677,0.05180498424553508,0.22654208564912132,0.18896686732099438,0.44134974381803055
0.2869915640520871,0.2867603579763076,0.3206192269922694,0.6558274344137967,1.0,0.120190818321264,0.0
0.69086289382327,0.14200530886755353,0.4520321823169207,0.27563122308774723,0.040645810075097266,0.7592621763215833,0.8383738984454563
0.8275082167486967,0.277104580409236,0.5360809652506445,0.3645835954014513,0.019680009924463476,0.6157027747930768,0.6106520630707002
-0.10128311203344238,0.6980913999261941,0.4210205761246536,0.05866202473172505,0.012841904481423073,0.07268745082679029,0.2905332649400958
0.24253092578121221,0.5254362965331375,0.34441419108243976,0.9803945923433921,0.2713887495535852,0.014806013853228803,0.09370352189214043
0.813231543558822,0.6440890366180131,0.6749940617347329,0.5821106622392143,0.8758122581477127,0.6838199423246935,0.6226996826587039
1.0067528204687923,0.5241918480453209,0.7014569492345105,0.13863790104067414,0.22592717883940744,0.673241106622227,0.4736432727101717
-0.05443827245251827,1.0110922589709865,0.6706132301117699,0.0003352471180824842,0.0,0.06853775672479305,0.683198794090088
0.21823397559110302,1.0375698018345672,0.8135557717394699,0.03700074171327173,0.020044975105983687,0.08330150103173437,0.3415897603155358
0.6066027976747861,0.9708306250206723,0.8053619165761424,0.22543555057107353,0.4595683552609546,0.0,0.5973125771568891
0.9398293387770603,1.1852278184508938,0.929907446860386,0.029342854690013517,0.14983443548539277,0.0,0.4625356708124528
